movie_id,title,genre,language,mood,rating,popularity,year
5655,"Fan, The (1981)",Drama,English,Emotional,2.69252873563218,174,1981
5657,Flashback (1990),Action,English,Mass,2.98843930635838,173,1990
5658,Hanky Panky (1982),Comedy,English,Feel-Good,2.625,52,1982
5659,"Rocking Horse Winner, The (1950)",Drama,English,Emotional,3.31578947368421,57,1950
5660,Seance on a Wet Afternoon (1964),Crime,English,General,3.73270440251572,159,1964
5662,"Wrong Guy, The (1997)",Comedy,English,Feel-Good,3.48376623376623,154,1997
5663,Below (2002),Horror,English,Dark,3.04816513761468,436,2002
5664,Brown Sugar (2002),Romance,English,Emotional,3.06194690265487,226,2002
5665,Knockaround Guys (2002),Action,English,Mass,2.87939698492462,597,2002
5666,"Rules of Attraction, The (2002)",Comedy,English,Feel-Good,3.28544659587758,1601,2002
5667,Tuck Everlasting (2002),Drama,English,Emotional,3.18202247191011,890,2002
5668,White Oleander (2002),Drama,English,Emotional,3.47822580645161,1240,2002
5669,Bowling for Columbine (2002),Documentary,English,General,3.6863751623477,16169,2002
5670,Comedian (2002),Comedy,English,Feel-Good,3.55830903790088,686,2002
5672,Pokemon 4 Ever (a.k.a. PokÃ©mon 4: The Movie) (2002),Adventure,English,General,1.48450946643718,581,2002
5673,Punch-Drunk Love (2002),Comedy,English,Feel-Good,3.57607643928399,8268,2002
5675,Swept Away (2002),Comedy,English,Feel-Good,1.74509803921569,306,2002
5677,Abandon (2002),Drama,English,Emotional,2.59792284866469,337,2002
5678,Formula 51 (2001),Action,English,Mass,2.98777173913043,736,2001
5679,"Ring, The (2002)",Horror,English,Dark,3.34097624030531,16246,2002
5680,Auto Focus (2002),Crime,English,General,3.23254189944134,716,2002
5681,Fidel (2001),Documentary,English,General,3.29807692307692,52,2001
5682,"Grey Zone, The (2001)",Drama,English,Emotional,3.53426791277259,321,2001
5684,Naqoyqatsi (2002),Documentary,English,General,3.26868327402135,281,2002
5685,Real Women Have Curves (2002),Comedy,English,Feel-Good,3.54361567635904,791,2002
5686,Russian Ark (Russkiy Kovcheg) (2002),Drama,English,Emotional,3.35442073170732,656,2002
5687,Take Care of My Cat (Goyangileul butaghae) (2001),Drama,English,Emotional,3.4469696969697,66,2001
5688,Tully (2000),Drama,English,Emotional,3.54225352112676,142,2000
5689,Billy Bathgate (1991),Crime,English,General,2.91795665634675,323,1991
5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation,English,Feel-Good,4.09791697227519,6817,1988
5691,Jason Goes to Hell: The Final Friday (1993),Action,English,Mass,2.06376811594203,690,1993
5692,"Mechanic, The (1972)",Action,English,Mass,3.40718562874252,334,1972
5693,Saturday Night Fever (1977),Comedy,English,Feel-Good,3.27492063492064,3150,1977
5694,Staying Alive (1983),Comedy,English,Feel-Good,2.17395626242545,503,1983
5695,To the Devil a Daughter (1976),Fantasy,English,General,2.73333333333333,60,1976
5696,Urban Cowboy (1980),Drama,English,Emotional,3.07798165137615,545,1980
5697,Terror Train (1980),Horror,English,Dark,2.63836477987421,159,1980
5699,Tom Horn (1980),Western,English,General,3.35514018691589,107,1980
5700,The Pumaman (1980),Action,English,Mass,1.53289473684211,76,1980
5701,Up the Academy (1980),Comedy,English,Feel-Good,1.75454545454545,55,1980
5703,Wholly Moses (1980),Comedy,English,Feel-Good,2.41666666666667,78,1980
5705,Xanadu (1980),Fantasy,English,General,2.45847457627119,590,1980
5706,...All the Marbles (1981),Comedy,English,Feel-Good,2.50757575757576,66,1981
5707,Absence of Malice (1981),Drama,English,Emotional,3.58514986376022,734,1981
5710,Banana Joe (1981),Comedy,English,Feel-Good,2.84653465346535,101,1981
5712,Blow Out (1981),Mystery,English,General,3.59521700620018,1129,1981
5714,Buddy Buddy (1981),Comedy,English,Feel-Good,2.81617647058824,68,1981
5715,"Burning, The (1981)",Horror,English,Dark,2.96354166666667,192,1981
5717,Make Them Die Slowly (Cannibal Ferox) (1981),Horror,English,Dark,2.50740740740741,135,1981
5718,Carbon Copy (1981),Comedy,English,Feel-Good,2.33333333333333,84,1981
5721,"Chosen, The (1981)",Drama,English,Emotional,3.78235294117647,255,1981
5722,"Goat, The (a.k.a. Knock On Wood) (ChÃ¨vre, La) (1981)",Comedy,English,Feel-Good,3.67857142857143,182,1981
5723,Continental Divide (1981),Comedy,English,Feel-Good,3.08928571428571,252,1981
5725,Man of Iron (Czlowiek z Zelaza) (1981),Drama,English,Emotional,3.49264705882353,68,1981
5726,Dead & Buried (1981),Horror,English,Dark,3.24450549450549,182,1981
5727,Deadly Blessing (1981),Horror,English,Dark,2.60169491525424,59,1981
5728,Death Hunt (1981),Action,English,Mass,3.16891891891892,74,1981
5729,Endless Love (1981),Drama,English,Emotional,2.10404624277457,173,1981
5730,Enter the Ninja (a.k.a. Ninja I) (1981),Action,English,Mass,2.55,90,1981
5731,"Entity, The (1981)",Horror,English,Dark,3.0431654676259,278,1981
5732,Eye of the Needle (1981),Thriller,English,Dark,3.68676122931442,423,1981
5733,"Eyewitness (Janitor, The) (1981)",Thriller,English,Dark,3.07446808510638,94,1981
5734,Faces of Death 2 (1981),Documentary,English,General,1.57177033492823,209,1981
5735,Faces of Death (1978),Documentary,English,General,1.94582043343653,323,1978
5736,Faces of Death 3 (1985),Documentary,English,General,1.49253731343284,201,1985
5737,Faces of Death 4 (1990),Documentary,English,General,1.37853107344633,177,1990
5738,Faces of Death 5 (1996),Documentary,English,General,1.36274509803922,153,1996
5739,Faces of Death 6 (1996),Documentary,English,General,1.28488372093023,172,1996
5740,Faces of Death: Fact or Fiction? (1999),Documentary,English,General,1.392,125,1999
5741,"Woman Next Door, The (Femme d'Ã  cÃ´tÃ©, La) (1981)",Drama,English,Emotional,3.43965517241379,116,1981
5742,First Monday in October (1981),Comedy,English,Feel-Good,3.01948051948052,77,1981
5743,"Fort Apache, the Bronx (1981)",Action,English,Mass,3.20873786407767,206,1981
5745,"Four Seasons, The (1981)",Comedy,English,Feel-Good,3.45802919708029,274,1981
5746,Galaxy of Terror (Quest) (1981),Action,English,Mass,2.45089285714286,112,1981
5747,Gallipoli (1981),Drama,English,Emotional,3.83898709985667,2093,1981
5749,Ghost Story (1981),Drama,English,Emotional,3.15895061728395,324,1981
5752,Gregory's Girl (1981),Comedy,English,Feel-Good,3.76819923371648,522,1981
5753,Who Pulled the Plug? (GÃ¶ta kanal eller Vem drog ur proppen?) (1981),Comedy,English,Feel-Good,2.65068493150685,73,1981
5754,"Hand, The (1981)",Drama,English,Emotional,2.390625,160,1981
5755,Happy Birthday to Me (1981),Horror,English,Dark,2.45833333333333,120,1981
5759,"Ladies and Gentlemen, the Fabulous Stains (a.k.a. All Washed Up) (1981)",Comedy,English,Feel-Good,3.33571428571429,70,1981
5760,Lady Chatterley's Lover (1981),Drama,English,Emotional,2.8394495412844,109,1981
5761,"Legend of the Lone Ranger, The (1981)",Western,English,General,2.38571428571429,70,1981
5762,Lili Marleen (1981),Drama,English,Emotional,3.20138888888889,72,1981
5763,Lola (1981),Drama,English,Emotional,3.62179487179487,156,1981
5764,Looker (1981),Drama,English,Emotional,2.99,200,1981
5765,"Looney, Looney, Looney Bugs Bunny Movie, The (1981)",Animation,English,Feel-Good,3.31016042780749,374,1981
5767,Teddy Bear (Mis) (1981),Comedy,English,Feel-Good,3.79357798165138,109,1981
5768,Modern Problems (1981),Comedy,English,Feel-Good,2.57329842931937,191,1981
5769,Modern Romance (1981),Comedy,English,Feel-Good,3.56052631578947,190,1981
5770,Ms. 45 (a.k.a. Angel of Vengeance) (1981),Crime,English,General,3.34308510638298,188,1981
5771,My Bloody Valentine (1981),Drama,English,Emotional,2.78973509933775,302,1981
5772,My Dinner with AndrÃ© (1981),Drama,English,Emotional,3.87722269263336,1181,1981
5773,Neighbors (1981),Comedy,English,Feel-Good,2.682,250,1981
5777,Pennies from Heaven (1981),Musical,English,General,3.21634615384615,312,1981
5778,Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night) (1982),Horror,English,Dark,2.97560975609756,123,1982
5779,Piranha II: The Spawning (1981),Horror,English,Dark,1.77536231884058,207,1981
5780,Polyester (1981),Comedy,English,Feel-Good,3.60392609699769,433,1981
5781,Private Lessons (1981),Comedy,English,Feel-Good,2.5632183908046,87,1981
5782,"Professional, The (Le professionnel) (1981)",Action,English,Mass,4.0535677352637,4835,1981
5783,Derrida (2002),Documentary,English,General,3.43406593406593,91,2002
5784,Ghost Ship (2002),Horror,English,Dark,2.64486578610993,2347,2002
5785,Jackass: The Movie (2002),Action,English,Mass,2.92325200291333,5492,2002
5786,Paid in Full (2002),Action,English,Mass,3.45698924731183,93,2002
5787,"Truth About Charlie, The (2002)",Mystery,English,General,2.63948497854077,466,2002
5788,All or Nothing (2002),Drama,English,Emotional,3.65374331550802,374,2002
5789,All the Queen's Men (2001),Comedy,English,Feel-Good,2.52542372881356,59,2001
5791,Frida (2002),Drama,English,Emotional,3.73529411764706,3859,2002
5792,Roger Dodger (2002),Comedy,English,Feel-Good,3.54558404558405,1053,2002
5794,Good Work (Beau travail) (1999),Drama,English,Emotional,3.71505376344086,279,1999
5795,"Big Knife, The (1955)",Film-Noir,English,General,3.46428571428571,56,1955
5796,Casino Royale (1967),Action,English,Mass,2.84027105517909,1033,1967
5797,"Company of Wolves, The (1984)",Fantasy,English,General,3.44089147286822,516,1984
5798,Escanaba in da Moonlight (2001),Comedy,English,Feel-Good,3.19090909090909,55,2001
5799,Exodus (1960),Drama,English,Emotional,3.60813953488372,430,1960
5800,How to Murder Your Wife (1965),Comedy,English,Feel-Good,3.37569060773481,181,1965
5801,"Russians Are Coming, the Russians Are Coming, The (1966)",Comedy,English,Feel-Good,3.53975265017668,566,1966
5802,"World of Henry Orient, The (1964)",Comedy,English,Feel-Good,3.51381215469613,181,1964
5803,I Spy (2002),Action,English,Mass,2.75118805159538,1473,2002
5804,"Santa Clause 2, The (2002)",Children,English,General,2.6551724137931,1653,2002
5806,Blackboards (TakhtÃ© Siah) (2000),Drama,English,Emotional,3.16363636363636,55,2000
5808,"Weight of Water, The (2000)",Thriller,English,Dark,2.91363636363636,220,2000
5809,Femme Fatale (2002),Crime,English,General,3.13476953907816,998,2002
5810,8 Mile (2002),Drama,English,Emotional,3.33632220350738,10093,2002
5812,Far from Heaven (2002),Drama,English,Emotional,3.67566445182724,2408,2002
5813,"God is Great, I'm Not (Dieu est grand, je suis toute petite) (2001)",Comedy,English,Feel-Good,2.62096774193548,62,2001
5815,Half Past Dead (2002),Action,English,Mass,2.30578512396694,242,2002
5816,Harry Potter and the Chamber of Secrets (2002),Adventure,English,General,3.64720735785953,29900,2002
5817,Ararat (2002),Drama,English,Emotional,3.49576271186441,236,2002
5818,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",Drama,English,Emotional,3.39189189189189,333,2002
5819,Interview with the Assassin (2002),Drama,English,Emotional,3.25438596491228,57,2002
5820,Standing in the Shadows of Motown (2002),Documentary,English,General,3.84008097165992,494,2002
5821,"Way Home, The (Jibeuro) (2002)",Drama,English,Emotional,3.5981308411215,107,2002
5822,Mutant Action (AcciÃ³n Mutante) (1993),Action,English,Mass,2.84574468085106,94,1993
5824,Liberty Stands Still (2002),Action,English,Mass,2.71714285714286,175,2002
5825,"Life and Death of Colonel Blimp, The (1943)",Drama,English,Emotional,3.95277207392197,487,1943
5826,Rio Grande (1950),Romance,English,Emotional,3.57906458797327,449,1950
5829,Men with Brooms (2002),Comedy,English,Feel-Good,3.0936170212766,235,2002
5830,Mysterious Island (1961),Adventure,English,General,3.43693693693694,222,1961
5832,Left Behind II: Tribulation Force (2002),Drama,English,Emotional,2.24096385542169,166,2002
5833,Dog Soldiers (2002),Action,English,Mass,3.31925055106539,1361,2002
5834,Fingers (1978),Drama,English,Emotional,3.16428571428571,70,1978
5836,Houseboat (1958),Comedy,English,Feel-Good,3.375,328,1958
5838,Madame Bovary (1991),Drama,English,Emotional,3.22033898305085,118,1991
5839,My Father's Glory (La gloire de mon pÃ¨re) (1990),Adventure,English,General,3.89593908629442,394,1990
5840,"My Mother's Castle (ChÃ¢teau de ma mÃ¨re, Le) (1990)",Comedy,English,Feel-Good,3.85675675675676,370,1990
5841,Return to the Blue Lagoon (1991),Adventure,English,General,2.13737201365188,586,1991
5842,Too Beautiful for You (Trop belle pour toi) (1989),Comedy,English,Feel-Good,2.94642857142857,84,1989
5843,Toy Soldiers (1991),Action,English,Mass,3.0357590966123,797,1991
5844,"Prowler, The (a.k.a. Rosemary's Killer) (a.k.a. The Graduation) (1981)",Horror,English,Dark,2.85542168674699,83,1981
5845,"Pursuit of D.B. Cooper, The (a.k.a. Pursuit) (1981)",Adventure,English,General,2.91803278688525,61,1981
5846,Raggedy Man (1981),Drama,English,Emotional,3.45205479452055,73,1981
5847,Ragtime (1981),Drama,English,Emotional,3.64376590330789,393,1981
5848,Rich and Famous (1981),Drama,English,Emotional,3.01960784313726,51,1981
5850,Road Games (a.k.a. Roadgames) (1981),Thriller,English,Dark,3.29012345679012,81,1981
5852,Saturday the 14th (1981),Comedy,English,Feel-Good,2.42391304347826,184,1981
5853,Scanners (1981),Horror,English,Dark,3.35599078341014,1736,1981
5854,Sharky's Machine (1981),Crime,English,General,2.93103448275862,174,1981
5855,Shock Treatment (1981),Comedy,English,Feel-Good,2.69097222222222,144,1981
5856,"Do You Remember Dolly Bell? (Sjecas li se, Dolly Bell) (1981)",Comedy,English,Feel-Good,3.49193548387097,62,1981
5857,So Fine (1981),Comedy,English,Feel-Good,1.98245614035088,57,1981
5858,"Soupe aux Choux, La (1981)",Comedy,English,Feel-Good,3.23134328358209,134,1981
5859,Southern Comfort (1981),Drama,English,Emotional,3.39655172413793,290,1981
5862,Student Bodies (1981),Comedy,English,Feel-Good,2.69396551724138,116,1981
5863,Take This Job and Shove It (1981),Comedy,English,Feel-Good,2.45714285714286,70,1981
5864,"Tarzan, the Ape Man (1981)",Adventure,English,General,1.99722222222222,180,1981
5867,Thief (1981),Crime,English,General,3.67624521072797,783,1981
5868,This Is Elvis (1981),Documentary,English,General,3.37912087912088,91,1981
5869,True Confessions (1981),Crime,English,General,3.40119760479042,167,1981
5872,Die Another Day (2002),Action,English,Mass,3.08028892072588,8376,2002
5873,The Emperor's Club (2002),Drama,English,Emotional,3.44297635605007,719,2002
5874,Friday After Next (2002),Comedy,English,Feel-Good,2.75514018691589,535,2002
5875,Personal Velocity (2002),Drama,English,Emotional,3.434375,320,2002
5876,"Quiet American, The (2002)",Drama,English,Emotional,3.71714285714286,1925,2002
5878,Talk to Her (Hable con Ella) (2002),Drama,English,Emotional,3.95743967828418,4476,2002
5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),Animation,English,Feel-Good,2.47315789473684,950,2002
5880,Extreme Ops (2002),Action,English,Mass,2,109,2002
5881,Solaris (2002),Drama,English,Emotional,3.16522277227723,4040,2002
5882,Treasure Planet (2002),Adventure,English,General,3.54060005505092,3633,2002
5883,They (2002),Horror,English,Dark,2.46006389776358,313,2002
5884,Chopper Chicks in Zombietown (1989),Comedy,English,Feel-Good,2.37012987012987,77,1989
5885,"What to Do in Case of Fire (Was tun, wenn's brennt?) (2002)",Comedy,English,Feel-Good,3.34705882352941,85,2002
5887,Another You (1991),Comedy,English,Feel-Good,2.36666666666667,60,1991
5888,Brother (Brat) (1997),Crime,English,General,3.88198324022346,716,1997
5889,"Cruel Romance, A (Zhestokij Romans) (1984)",Drama,English,Emotional,3.6588785046729,107,1984
5890,Elling (2001),Comedy,English,Feel-Good,3.83292533659731,817,2001
5891,I Spit on Your Grave (Day of the Woman) (1978),Horror,English,Dark,2.73547717842324,482,1978
5893,"Last Seduction, The (1994)",Crime,English,General,3.71829710144928,1104,1994
5896,New Waterford Girl (1999),Comedy,English,Feel-Good,3.6340206185567,194,1999
5898,"Sword and the Sorcerer, The (1982)",Action,English,Mass,2.96122448979592,245,1982
5899,Zulu (1964),Action,English,Mass,3.8125,1240,1964
5900,Analyze That (2002),Comedy,English,Feel-Good,2.8396895038812,2963,2002
5901,Empire (2002),Crime,English,General,2.79047619047619,210,2002
5902,Adaptation (2002),Comedy,English,Feel-Good,3.84736496829215,13719,2002
5903,Equilibrium (2002),Action,English,Mass,3.72870965359332,13539,2002
5907,Medea (1970),Drama,English,Emotional,3.53409090909091,88,1970
5909,Visitor Q (Bizita Q) (2001),Comedy,English,Feel-Good,3.51927194860814,467,2001
5911,Urgh! A Music War (1981),Documentary,English,General,3.5234375,64,1981
5912,Hit the Bank (Vabank) (1981),Comedy,English,Feel-Good,3.99130434782609,115,1981
5913,Warning for the Joensson Gang (Varning fÃ¶r JÃ¶nssonligan) (1981),Comedy,English,Feel-Good,2.88961038961039,77,1981
5914,"Vernon, Florida (1981)",Documentary,English,General,3.77952755905512,254,1981
5915,Victory (a.k.a. Escape to Victory) (1981),Action,English,Mass,3.23090909090909,275,1981
5916,Whose Life Is It Anyway? (1981),Drama,English,Emotional,3.51694915254237,118,1981
5918,Alone in the Dark (1982),Horror,English,Dark,2.48837209302326,86,1982
5919,Android (1982),Sci-Fi,English,Mind-Bending,2.92929292929293,99,1982
5923,Author! Author! (1982),Comedy,English,Feel-Good,3.01515151515152,165,1982
5924,Barbarosa (1982),Western,English,General,3.06962025316456,79,1982
5925,"Beast Within, The (1982)",Horror,English,Dark,2.40789473684211,76,1982
5926,Best Friends (1982),Comedy,English,Feel-Good,2.63253012048193,83,1982
5927,"Best Little Whorehouse in Texas, The (1982)",Comedy,English,Feel-Good,2.7260034904014,573,1982
5928,"Border, The (1982)",Drama,English,Emotional,3.16666666666667,108,1982
5929,"Party 2, The (Boum 2, La) (1982)",Comedy,English,Feel-Good,3.06716417910448,67,1982
5930,Brimstone and Treacle (1982),Drama,English,Emotional,3.17777777777778,90,1982
5931,Britannia Hospital (1982),Comedy,English,Feel-Good,3.12068965517241,58,1982
5932,Burden of Dreams (1982),Documentary,English,General,4.03145336225597,461,1982
5933,Cannery Row (1982),Drama,English,Emotional,3.4125,160,1982
5935,Class of 1984 (1982),Action,English,Mass,2.98051948051948,154,1982
5936,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean (1982)",Drama,English,Emotional,3.59281437125749,167,1982
5937,Danton (1983),Drama,English,Emotional,3.77040816326531,196,1983
5938,Deathtrap (1982),Comedy,English,Feel-Good,3.60875912408759,685,1982
5939,"Man Who Saves the World, The (DÃ¼nyayi Kurtaran Adam) (1982)",Adventure,English,General,2.22388059701493,67,1982
5940,Eating Raoul (1982),Comedy,English,Feel-Good,3.38247011952191,502,1982
5941,Drumline (2002),Comedy,English,Feel-Good,3.04431736954968,1399,2002
5942,"Hot Chick, The (2002)",Comedy,English,Feel-Good,2.50421052631579,1900,2002
5943,Maid in Manhattan (2002),Comedy,English,Feel-Good,2.67859147025814,3564,2002
5944,Star Trek: Nemesis (2002),Action,English,Mass,3.13773055332799,4988,2002
5945,About Schmidt (2002),Comedy,English,Feel-Good,3.45206163504066,7009,2002
5946,"Pellet (Bola, El) (2000)",Drama,English,Emotional,3.05970149253731,67,2000
5947,Evelyn (2002),Drama,English,Emotional,3.45121951219512,246,2002
5949,Intact (Intacto) (2001),Thriller,English,Dark,3.55225653206651,421,2001
5951,Morvern Callar (2002),Drama,English,Emotional,3.24617737003058,327,2002
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure,English,General,4.07218771771193,67463,2002
5953,Devils on the Doorstep (Guizi lai le) (2000),Drama,English,Emotional,3.109375,96,2000
5954,25th Hour (2002),Crime,English,General,3.80401137081491,6332,2002
5955,Antwone Fisher (2002),Drama,English,Emotional,3.60840707964602,1582,2002
5956,Gangs of New York (2002),Crime,English,General,3.56208465761341,13844,2002
5957,Two Weeks Notice (2002),Comedy,English,Feel-Good,3.23490846115784,4042,2002
5958,"Wild Thornberrys Movie, The (2002)",Animation,English,Feel-Good,2.78245192307692,416,2002
5959,Narc (2002),Crime,English,General,3.49607945635128,1913,2002
5960,Bad Influence (1990),Drama,English,Emotional,3.17149758454106,207,1990
5961,Blue Steel (1990),Action,English,Mass,2.74664879356568,373,1990
5962,Body of Evidence (1993),Drama,English,Emotional,2.11633109619687,447,1993
5963,"Children's Hour, The (1961)",Drama,English,Emotional,3.675,360,1961
5964,Company Business (1991),Action,English,Mass,2.88095238095238,63,1991
5965,"Duellists, The (1977)",Action,English,Mass,3.7752808988764,534,1977
5966,"Kiss Before Dying, A (1956)",Film-Noir,English,General,3.2967032967033,91,1956
5968,Miami Blues (1990),Comedy,English,Feel-Good,3.28861788617886,369,1990
5969,My Girl 2 (1994),Comedy,English,Feel-Good,2.45501955671447,767,1994
5970,My Girl (1991),Comedy,English,Feel-Good,3.30743376828786,2529,1991
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation,English,Feel-Good,4.1617733844792,13556,1988
5972,"Road to Hong Kong, The (1962)",Comedy,English,Feel-Good,3.0655737704918,61,1962
5974,"Thief of Bagdad, The (1940)",Adventure,English,General,3.60909090909091,385,1940
5975,War and Peace (1956),Drama,English,Emotional,3.30310880829016,193,1956
5977,Where's Poppa? (1970),Comedy,English,Feel-Good,3.51769911504425,113,1970
5978,"Whistle Blower, The (1986)",Thriller,English,Dark,3.11864406779661,59,1986
5979,Attack of the Crab Monsters (1957),Horror,English,Dark,2.2887323943662,71,1957
5980,Black Christmas (1974),Horror,English,Dark,3.47955974842767,636,1974
5981,"Day of the Triffids, The (1962)",Horror,English,Dark,3.1984126984127,441,1962
5983,Invaders from Mars (1953),Sci-Fi,English,Mind-Bending,3.23333333333333,225,1953
5984,"Story of O, The (Histoire d'O) (1975)",Drama,English,Emotional,3.08490566037736,159,1975
5985,Asoka (Ashoka the Great) (2001),Action,English,Mass,3.04273504273504,117,2001
5986,Fat City (1972),Drama,English,Emotional,3.65300546448087,183,1972
5987,"Love, Honour and Obey (2000)",Comedy,English,Feel-Good,2.96666666666667,75,2000
5988,Quicksilver (1986),Drama,English,Emotional,2.84838709677419,155,1986
5989,Catch Me If You Can (2002),Crime,English,General,3.95678102038704,38652,2002
5990,Pinocchio (2002),Children,English,General,2.56060606060606,264,2002
5991,Chicago (2002),Comedy,English,Feel-Good,3.52484246243335,12378,2002
5992,"Hours, The (2002)",Drama,English,Emotional,3.68054482225657,5176,2002
5993,Max (2002),Drama,English,Emotional,3.32017543859649,228,2002
5994,Nicholas Nickleby (2002),Drama,English,Emotional,3.54288499025341,513,2002
5995,"Pianist, The (2002)",Drama,English,Emotional,4.05285896927214,22683,2002
5996,Sonny (2002),Crime,English,General,2.71551724137931,58,2002
5998,Doppelganger (1993),Horror,English,Dark,2.15454545454545,110,1993
5999,Heavy Metal 2000 (2000),Action,English,Mass,2.64530685920578,554,2000
6000,"House on the Edge of the Park, The (Casa sperduta nel parco, La) (1980)",Horror,English,Dark,2.44166666666667,60,1980
6001,"King of Comedy, The (1983)",Comedy,English,Feel-Good,3.86673773987207,2814,1983
6002,Love Liza (2002),Drama,English,Emotional,3.38257575757576,396,2002
6003,Confessions of a Dangerous Mind (2002),Comedy,English,Feel-Good,3.5752200220022,3636,2002
6005,Blue Collar Comedy Tour: The Movie (2003),Comedy,English,Feel-Good,3.24598540145985,685,2003
6006,Just Married (2003),Comedy,English,Feel-Good,2.66516800757217,2113,2003
6008,"Son, The (Le fils) (2002)",Drama,English,Emotional,3.6294498381877,309,2002
6010,Double Whammy (2001),Action,English,Mass,2.72857142857143,105,2001
6011,Wisegirls (2002),Crime,English,General,2.82142857142857,56,2002
6012,"Guy Thing, A (2003)",Comedy,English,Feel-Good,2.81777378815081,557,2003
6013,Kangaroo Jack (2003),Action,English,Mass,1.91489361702128,1081,2003
6014,National Security (2003),Action,English,Mass,2.68664563617245,951,2003
6016,City of God (Cidade de Deus) (2002),Action,English,Mass,4.17866318903768,25688,2002
6017,Divine Intervention (Yadon ilaheyya) (2002),Comedy,English,Feel-Good,3.14583333333333,96,2002
6019,Above Suspicion (1995),Thriller,English,Dark,2.8448275862069,58,1995
6020,Alice Adams (1935),Comedy,English,Feel-Good,3.45798319327731,119,1935
6021,"American Friend, The (Amerikanische Freund, Der) (1977)",Crime,English,General,3.66624685138539,397,1977
6022,American Me (1992),Drama,English,Emotional,3.42094861660079,253,1992
6023,Band of Outsiders (Bande Ã  part) (1964),Comedy,English,Feel-Good,3.87563131313131,792,1964
6024,Breaking Up (1997),Comedy,English,Feel-Good,2.75757575757576,66,1997
6025,CB4 - The Movie (1993),Comedy,English,Feel-Good,2.94070512820513,312,1993
6027,Dogfight (1991),Drama,English,Emotional,3.70780399274047,551,1991
6029,Fun in Acapulco (1963),Comedy,English,Feel-Good,2.70909090909091,55,1963
6030,Girls! Girls! Girls! (1962),Comedy,English,Feel-Good,2.7987012987013,77,1962
6031,Imitation of Life (1959),Drama,English,Emotional,3.71497584541063,414,1959
6032,"Little Romance, A (1979)",Comedy,English,Feel-Good,3.77153558052434,267,1979
6033,Mystery Date (1991),Comedy,English,Feel-Good,2.8974358974359,78,1991
6035,PÃ©pÃ© le Moko (1937),Crime,English,General,3.68457943925234,214,1937
6036,Secret Admirer (1985),Comedy,English,Feel-Good,3.15555555555556,135,1985
6037,Summer Lovers (1982),Comedy,English,Feel-Good,2.86776859504132,121,1982
6038,Tune in Tomorrow... (1990),Comedy,English,Feel-Good,3.125,72,1990
6039,"Woman in Red, The (1984)",Comedy,English,Feel-Good,2.76047904191617,501,1984
6040,Darkness Falls (2003),Horror,English,Dark,2.47527812113721,809,2003
6041,Amen. (2002),Drama,English,Emotional,3.6254752851711,263,2002
6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers SekretÃ¤rin) (2002),Documentary,English,General,3.48928571428571,140,2002
6044,Blind Date (1984),Horror,English,Dark,2.39224137931034,116,1984
6045,Bullet (1996),Action,English,Mass,3.19927536231884,138,1996
6047,Dead Reckoning (1947),Drama,English,Emotional,3.55555555555556,153,1947
6049,Ethan Frome (1993),Drama,English,Emotional,2.8960396039604,101,1993
6050,Gus (1976),Children,English,General,2.89240506329114,79,1976
6051,"Harder They Come, The (1973)",Action,English,Mass,3.71875,304,1973
6054,"Moon-Spinners, The (1964)",Children,English,General,3.40594059405941,101,1964
6055,Sugar Hill (1994),Drama,English,Emotional,2.65573770491803,61,1994
6056,Chaos (2001),Comedy,English,Feel-Good,3.60416666666667,96,2001
6057,Biker Boyz (2003),Action,English,Mass,2.23493975903614,249,2003
6058,Final Destination 2 (2003),Horror,English,Dark,2.92986230636833,3486,2003
6059,"Recruit, The (2003)",Action,English,Mass,3.38760152890588,4186,2003
6060,"Guru, The (2002)",Comedy,English,Feel-Good,2.6964586846543,593,2002
6062,Lost in La Mancha (2002),Documentary,English,General,3.65351629502573,1166,2002
6063,May (2002),Drama,English,Emotional,3.36586757990868,876,2002
6064,"Harder They Fall, The (1956)",Drama,English,Emotional,3.60204081632653,196,1956
6065,I'm All Right Jack (1959),Comedy,English,Feel-Good,3.45564516129032,124,1959
6066,Murder by Decree (1979),Mystery,English,General,3.41666666666667,162,1979
6067,Ordinary Decent Criminal (2000),Comedy,English,Feel-Good,3.15818181818182,275,2000
6070,Tokyo Decadence (TopÃ¢zu) (1992),Drama,English,Emotional,3.09803921568627,102,1992
6072,"Unfaithful Wife, The (Femme infidÃ¨le, La) (1969)",Drama,English,Emotional,3.42592592592593,81,1969
6073,Victim (1961),Crime,English,General,3.67142857142857,70,1961
6075,"Simple-Minded Murder, The (Enfaldige mÃ¶rdaren, Den) (1982)",Drama,English,Emotional,3.60958904109589,73,1982
6076,Enigma (1983),Drama,English,Emotional,3.13114754098361,61,1983
6077,Evil Under the Sun (1982),Crime,English,General,3.59105431309904,313,1982
6078,Firefox (1982),Action,English,Mass,2.95883134130146,753,1982
